NDVI,NDRE,RGB_Damage_Score,N,P,K,Moisture,pH,Temperature,Humidity,Energy_Consumed_mAh,Latency_ms,Cluster_KMeans,Cluster_Agglomerative,Zone_ID,Image_Type,Action_Suggested,PCA1,PCA2,Cluster_Birch
0.58,0.35,0.91,42,38,76,28.26,6.4,22.59,62.4,6.88,18.96,0,1.0,Z9,RGB,Monitor,0.3749073689286438,0.0608685831271617,1
0.58,0.35,0.01,21,29,27,11.86,5.08,23.52,58.97,8.94,21.73,0,0.0,Z7,RGB,Monitor,0.0566493427571134,-0.4518115376700276,1
0.5,0.45,0.5,40,9,82,27.16,6.29,19.08,32.34,7.88,68.36,1,0.0,Z7,Multispectral,Irrigate,-0.3739681388716939,-0.0846785943934812,0
0.62,0.34,0.5,63,30,39,9.77,6.15,34.62,47.13,9.51,10.2,0,0.0,Z1,Multispectral,Monitor,0.0945729496981901,0.2819474076202504,1
0.76,0.14,0.5,28,38,42,17.11,7.12,32.22,60.3,1.95,71.04,0,0.0,Z2,Multispectral,Apply Fertilizer,0.3527489785809039,-0.2919996292528944,0
0.58,0.35,0.19,53,22,61,31.73,7.54,18.95,68.58,1.52,42.01,1,0.0,Z3,RGB,Apply Pesticide,-0.0679021399441333,0.1697730476123299,1
0.62,0.12,0.5,60,14,24,19.97,5.95,37.46,37.7,4.25,65.18,1,0.0,Z5,Multispectral,Apply Pesticide,-0.3897358950961609,0.2267874885527242,1
0.49,0.28,0.5,67,39,90,34.98,6.66,35.84,46.03,6.6,48.87,0,1.0,Z5,Multispectral,Apply Pesticide,0.3834540339924591,0.5623820545803786,0
0.58,0.35,0.73,72,22,66,32.73,7.82,23.19,77.73,7.25,71.02,1,0.0,Z3,RGB,Apply Pesticide,-0.0773786995612857,0.41708929922424,0
0.58,0.35,0.47,58,11,58,9.63,5.74,30.8,66.89,5.47,31.33,1,0.0,Z1,RGB,Monitor,-0.3194377641819254,0.1314462768734897,1
0.58,0.35,0.98,54,14,52,28.21,5.66,40.9,70.75,4.72,63.17,1,1.0,Z2,RGB,Irrigate,-0.2949511496490757,0.1879603214158084,0
0.55,0.54,0.5,72,28,86,37.49,7.68,18.73,41.51,5.32,30.61,0,0.0,Z8,Multispectral,Monitor,0.0849315114767409,0.5861929882297172,1
0.58,0.35,0.6,45,44,61,28.9,6.8,33.84,82.03,7.61,20.05,0,0.0,Z5,RGB,Monitor,0.5216144295062141,0.1202887344300601,1
0.58,0.35,0.87,31,22,38,22.19,6.02,36.25,50.49,6.85,71.5,1,1.0,Z10,RGB,Monitor,-0.1032981295023668,-0.2376509848370663,1
0.84,0.17,0.5,29,16,24,37.2,6.53,27.47,47.3,3.05,92.33,1,1.0,Z6,Multispectral,Monitor,-0.3409599262260333,-0.239628237631935,0
0.67,0.22,0.5,20,38,85,30.99,5.09,19.03,80.24,4.59,27.52,0,0.0,Z10,Multispectral,Apply Pesticide,0.3995006966848496,-0.2830392773046425,1
0.4,0.5,0.5,72,35,22,19.97,6.74,41.12,89.41,8.41,23.38,0,0.0,Z2,Multispectral,Irrigate,0.1904207235218096,0.4389067796431707,1
0.58,0.35,0.82,26,16,45,16.51,6.73,30.62,79.73,7.32,89.84,1,1.0,Z3,RGB,Apply Pesticide,-0.1823691136063147,-0.4613941448023482,0
0.84,0.56,0.5,56,19,37,35.57,7.27,21.16,48.72,4.97,27.1,1,1.0,Z7,Multispectral,Irrigate,-0.2386487134067039,0.2485760142983479,1
0.3,0.13,0.5,41,18,78,20.12,5.93,19.98,38.52,1.98,58.72,1,1.0,Z3,Multispectral,Irrigate,-0.1404158049896369,-0.0554850178325151,0
0.28,0.34,0.5,59,39,34,26.65,5.4,25.38,63.62,8.82,68.53,0,0.0,Z4,Multispectral,Irrigate,0.2222218133755833,0.2264544008598865,0
0.72,0.29,0.5,37,34,33,15.96,7.04,32.61,56.55,5.96,81.52,0,0.0,Z2,Multispectral,Apply Fertilizer,0.2073221931640205,-0.2022837411628063,0
0.58,0.35,0.87,33,21,26,14.31,7.93,19.61,34.84,9.94,76.0,1,1.0,Z5,RGB,Apply Fertilizer,-0.1415956896965714,-0.3656048550054612,0
0.79,0.35,0.5,18,24,93,31.26,6.35,23.22,82.53,1.06,50.81,0,0.0,Z1,Multispectral,Apply Fertilizer,0.1149796414027484,-0.3556009000818214,1
0.58,0.35,0.13,53,12,80,29.75,5.5,34.04,40.26,9.15,84.81,1,1.0,Z3,RGB,Apply Fertilizer,-0.3281189167931258,0.1789855882705993,0
0.58,0.35,0.18,33,35,38,10.28,7.89,27.69,90.04,6.87,88.97,0,0.0,Z5,RGB,Irrigate,0.305766191035006,-0.385468404299807,0
0.29,0.33,0.5,67,26,81,18.71,7.71,41.8,80.31,5.01,96.17,0,0.0,Z3,Multispectral,Monitor,0.1353614908419165,0.3158620552044119,0
0.58,0.35,0.0,21,36,39,8.84,7.97,24.0,64.86,7.47,82.84,0,0.0,Z6,RGB,Monitor,0.3309823439387689,-0.5604064326071316,0
0.58,0.35,0.68,48,20,92,36.8,5.24,27.99,73.43,6.85,36.24,1,0.0,Z4,RGB,Apply Fertilizer,-0.0769488508442857,0.189710050623289,1
0.49,0.14,0.5,58,21,34,27.74,5.01,26.3,42.32,2.86,67.23,1,1.0,Z9,Multispectral,Irrigate,-0.2474831347672026,0.2434736489766192,1
0.58,0.35,0.51,47,13,55,34.87,5.13,38.84,49.23,2.57,72.71,1,1.0,Z6,RGB,Apply Pesticide,-0.3580625309920565,0.1506659356409108,0
0.58,0.35,0.94,25,43,33,13.67,5.63,24.18,49.76,7.81,94.95,0,1.0,Z5,RGB,Irrigate,0.3942368079278668,-0.4256793186420226,0
0.29,0.1,0.5,18,21,48,18.69,6.02,34.86,56.91,7.27,54.76,1,0.0,Z3,Multispectral,Monitor,-0.064055139841306,-0.4524713607557112,0
0.58,0.35,0.19,20,31,76,20.96,7.03,34.96,29.71,8.89,94.54,0,0.0,Z7,RGB,Monitor,0.2375893619774406,-0.3859006802285542,0
0.58,0.35,0.31,27,29,90,32.64,7.12,40.92,50.85,4.22,37.24,0,0.0,Z1,RGB,Monitor,0.2384365114000892,-0.0868745356691442,1
0.45,0.1,0.5,22,18,88,17.7,5.65,34.95,74.14,9.9,97.88,1,0.0,Z3,Multispectral,Apply Fertilizer,-0.0442169987766942,-0.4472748900244658,0
0.84,0.11,0.5,68,6,24,10.07,6.65,40.16,64.51,9.8,34.75,1,0.0,Z10,Multispectral,Irrigate,-0.5210921729801816,0.2462142089459312,1
0.53,0.36,0.5,46,24,69,28.3,6.32,39.64,44.83,6.86,95.89,1,1.0,Z8,Multispectral,Apply Pesticide,-0.0111649538506831,0.0724389476667111,0
0.32,0.56,0.5,65,39,47,36.9,7.07,20.83,68.52,6.58,64.85,0,1.0,Z10,Multispectral,Apply Pesticide,0.2627140006075543,0.3789033049533313,0
0.44,0.52,0.5,39,22,91,22.92,6.64,39.54,38.61,6.72,97.99,1,1.0,Z8,Multispectral,Monitor,0.0287118441879258,-0.0560579887873406,0
0.49,0.45,0.5,18,20,57,10.66,6.64,40.11,51.6,4.64,79.37,1,1.0,Z3,Multispectral,Monitor,-0.0256819853729083,-0.5017656881226439,0
0.84,0.54,0.5,62,21,20,34.97,5.76,20.71,65.75,8.08,48.18,1,0.0,Z2,Multispectral,Irrigate,-0.2782962166523438,0.2769322245422402,0
0.63,0.3,0.5,66,43,63,25.98,6.86,20.13,92.23,4.37,63.17,0,0.0,Z3,Multispectral,Irrigate,0.4483264367859704,0.3294783500209106,0
0.58,0.35,0.8,70,34,57,8.93,6.06,34.12,46.95,1.5,20.98,0,0.0,Z4,RGB,Apply Pesticide,0.2340468120255763,0.4429980041322701,1
0.58,0.35,0.82,55,23,31,9.16,7.15,35.49,93.37,9.02,15.75,1,0.0,Z7,RGB,Irrigate,-0.0183889867946812,0.0440599484424807,1
0.43,0.41,0.5,39,24,47,16.47,6.76,30.44,92.69,9.27,27.5,1,0.0,Z10,Multispectral,Irrigate,0.0309891330290168,-0.1718070440663205,1
0.6,0.18,0.5,15,20,91,18.32,6.53,40.99,43.67,7.07,14.14,1,1.0,Z6,Multispectral,Apply Fertilizer,0.0618058202112217,-0.3664892918125054,1
0.67,0.27,0.5,46,43,79,16.0,6.64,28.43,32.18,2.76,78.7,0,1.0,Z2,Multispectral,Irrigate,0.5050728077494794,0.0590793998518697,0
0.37,0.1,0.5,38,23,94,23.4,5.71,31.64,81.45,7.58,21.6,1,0.0,Z1,Multispectral,Monitor,0.0842323907513357,-0.0386684823058272,1
0.58,0.35,0.19,67,38,76,17.03,6.69,23.24,41.54,5.55,73.36,0,0.0,Z8,RGB,Irrigate,0.3351336142410893,0.3507278032525547,0
0.58,0.35,0.49,70,43,91,34.72,6.75,32.59,88.91,9.6,73.5,0,0.0,Z4,RGB,Apply Pesticide,0.5040487318775021,0.4994079755824627,0
0.62,0.44,0.5,73,17,44,9.01,5.95,30.32,91.57,1.64,26.88,1,0.0,Z2,Multispectral,Irrigate,-0.2007904330465179,0.355275768503144,1
0.6,0.13,0.5,56,25,23,29.28,6.93,19.51,78.1,2.85,70.22,1,0.0,Z7,Multispectral,Monitor,-0.1128783026405752,0.1161192916067782,0
0.58,0.35,0.53,42,23,26,24.42,5.11,29.63,89.41,8.35,57.13,1,0.0,Z8,RGB,Irrigate,-0.1345150997193425,-0.1083752166409127,0
0.58,0.35,0.17,38,38,85,26.45,5.42,31.53,47.82,1.22,16.24,0,0.0,Z2,RGB,Apply Pesticide,0.3921337130005355,0.0981924124419376,1
0.58,0.35,0.43,30,31,39,23.46,7.4,26.38,46.82,5.13,40.81,0,0.0,Z7,RGB,Apply Pesticide,0.1444474977896328,-0.2195283572531283,1
0.5,0.35,0.5,31,18,52,36.84,7.85,25.93,66.48,6.54,58.64,1,1.0,Z2,Multispectral,Monitor,-0.1592103291945737,-0.1938221427657696,0
0.58,0.35,0.19,67,38,22,23.95,7.89,38.39,51.16,7.62,24.15,0,0.0,Z10,RGB,Monitor,0.2509944075119619,0.4242856502068443,1
0.58,0.35,0.82,31,35,90,15.26,5.73,20.19,54.81,1.46,54.94,0,1.0,Z6,RGB,Apply Pesticide,0.3559361548322823,-0.2088994937260497,1
0.67,0.4,0.5,29,6,64,13.02,6.45,22.98,54.93,4.57,58.51,1,1.0,Z8,Multispectral,Apply Fertilizer,-0.4039227239116989,-0.3743401422886581,0
0.9,0.58,0.5,27,38,75,37.44,6.36,28.94,48.14,5.81,17.07,0,1.0,Z1,Multispectral,Monitor,0.3704259240788338,-0.0649096845932509,1
0.59,0.22,0.5,37,17,24,19.09,7.83,28.58,69.29,4.39,91.26,1,1.0,Z7,Multispectral,Irrigate,-0.2248552792846483,-0.2800735259772935,0
0.58,0.35,0.86,72,27,33,17.22,7.46,34.16,82.64,8.17,15.25,0,0.0,Z7,RGB,Irrigate,0.0332804623262101,0.3958626766375647,1
0.58,0.35,0.69,30,28,76,21.65,6.91,26.16,31.55,4.42,12.23,0,1.0,Z6,RGB,Apply Pesticide,0.1615042445276487,-0.1307099725244384,1
0.58,0.35,0.75,30,36,60,11.44,7.61,18.03,88.09,9.97,16.72,0,0.0,Z3,RGB,Monitor,0.3904023133308493,-0.3509926803896885,1
0.26,0.55,0.5,74,21,86,8.98,6.14,32.02,58.88,5.97,21.25,1,0.0,Z4,Multispectral,Monitor,-0.0095960185665351,0.4623760012710367,1
0.58,0.35,0.64,59,39,49,15.87,5.25,19.08,91.35,9.22,28.77,0,0.0,Z6,RGB,Monitor,0.3154272701927084,0.1599498722096111,1
0.58,0.35,0.82,51,21,71,17.05,7.7,31.22,80.07,4.05,33.41,1,0.0,Z3,RGB,Irrigate,0.0185848777276924,0.0700381256319342,1
0.31,0.5,0.5,29,11,74,11.53,6.88,33.3,92.84,9.95,56.54,1,1.0,Z10,Multispectral,Monitor,-0.1883659778016585,-0.4019738545020735,0
0.58,0.35,0.86,64,12,69,37.71,7.14,27.01,34.49,4.53,54.05,1,1.0,Z10,RGB,Monitor,-0.3568190630369832,0.4191610254470483,1
0.58,0.35,0.02,54,18,38,20.16,5.38,22.23,67.17,1.36,32.71,1,0.0,Z1,RGB,Irrigate,-0.2472609503997452,0.1269940652945498,1
0.74,0.35,0.5,48,11,41,13.0,7.03,41.6,89.16,2.7,86.46,1,1.0,Z3,Multispectral,Apply Pesticide,-0.3035042972710173,-0.0914975357759657,0
0.4,0.4,0.5,16,36,40,24.26,7.81,38.07,34.21,5.0,55.24,0,1.0,Z4,Multispectral,Apply Pesticide,0.3082938834829616,-0.38858258359675,0
0.87,0.35,0.5,16,12,71,36.04,6.05,21.15,85.29,8.51,22.43,1,0.0,Z4,Multispectral,Apply Fertilizer,-0.2570558634402218,-0.4165864135862086,1
0.8,0.54,0.5,62,39,53,20.8,7.29,18.75,42.65,5.11,80.4,0,0.0,Z3,Multispectral,Irrigate,0.3028671188981192,0.2358278181745384,0
0.58,0.35,0.64,27,12,94,31.99,5.92,41.84,76.04,7.88,77.05,1,0.0,Z5,RGB,Apply Pesticide,-0.1918228703224804,-0.2182819793334224,0
0.58,0.35,0.83,62,25,49,26.9,5.72,23.12,38.72,2.11,84.85,0,1.0,Z4,RGB,Monitor,-0.1056199455136729,0.2894402269495089,0
0.62,0.29,0.5,58,42,79,37.46,6.02,33.09,48.02,4.97,15.92,0,0.0,Z8,Multispectral,Irrigate,0.4282707188227139,0.4769946477194058,1
0.4,0.11,0.5,24,43,92,27.73,6.29,26.43,66.59,6.81,52.15,0,0.0,Z7,Multispectral,Monitor,0.5666291872869692,-0.2332918401714817,1
0.39,0.48,0.5,37,37,26,14.31,6.68,37.12,26.32,1.26,25.77,0,1.0,Z7,Multispectral,Irrigate,0.2641255614830337,-0.0517056829271148,1
0.58,0.35,0.81,72,9,46,34.89,7.45,22.7,46.76,1.28,24.73,1,1.0,Z9,RGB,Apply Pesticide,-0.4758548469623128,0.5149844238233279,1
0.58,0.35,0.29,44,21,58,22.47,5.28,19.43,94.27,5.02,50.14,1,0.0,Z4,RGB,Apply Fertilizer,-0.1005172473246059,-0.0784745032887287,1
0.39,0.13,0.5,54,44,69,31.88,7.82,21.81,80.4,2.73,80.06,0,0.0,Z2,Multispectral,Apply Pesticide,0.5047450046431988,0.1823129028707988,0
0.58,0.35,0.6,73,42,72,36.29,5.04,38.35,90.65,1.91,60.99,0,0.0,Z6,RGB,Monitor,0.3972658786507199,0.6320898752523383,0
0.4,0.54,0.5,16,32,68,18.96,6.24,27.31,25.04,9.36,12.14,0,0.0,Z8,Multispectral,Monitor,0.244740211708453,-0.3766675899816366,1
0.58,0.35,0.19,57,32,38,9.22,7.51,27.73,36.73,2.84,82.01,0,0.0,Z7,RGB,Monitor,0.1449717251874954,0.0934696324930201,0
0.8,0.15,0.5,52,23,85,35.88,5.49,38.67,83.08,6.97,21.88,1,0.0,Z4,Multispectral,Monitor,0.0114369022178962,0.2928231180611208,1
0.58,0.35,0.89,65,36,47,30.67,7.02,34.16,51.14,9.13,80.53,0,1.0,Z2,RGB,Irrigate,0.2064111050384562,0.3676335322357132,0
0.4,0.48,0.5,36,5,54,11.48,7.18,40.65,89.82,2.31,62.79,1,1.0,Z10,Multispectral,Irrigate,-0.3804163603603463,-0.2675294603693564,0
0.58,0.35,0.86,62,33,80,30.04,7.15,20.79,44.23,4.46,20.49,0,0.0,Z2,RGB,Monitor,0.2260118138603722,0.4064006252182872,1
0.9,0.49,0.5,74,42,80,23.97,5.73,26.6,80.16,6.97,49.46,0,0.0,Z2,Multispectral,Irrigate,0.438563992485541,0.5215923509209464,1
0.58,0.35,0.27,38,25,56,10.41,7.71,30.12,76.17,4.58,48.86,0,0.0,Z4,RGB,Irrigate,0.1029305793804639,-0.2119566802703058,1
0.58,0.35,0.21,42,42,74,20.12,7.16,23.14,46.64,2.44,61.77,0,1.0,Z4,RGB,Apply Fertilizer,0.4835589379720889,-0.0052413618509093,0
0.58,0.35,0.05,71,28,43,35.09,7.66,38.22,63.73,5.64,96.78,0,0.0,Z3,RGB,Apply Fertilizer,0.0043858035264401,0.4625700065504969,0
0.58,0.35,0.39,59,33,49,25.32,5.91,25.02,49.5,3.2,89.12,0,0.0,Z7,RGB,Monitor,0.1152075178984536,0.2316070389338327,0
0.58,0.35,0.51,31,39,43,19.69,7.24,31.61,61.38,2.03,66.08,0,1.0,Z5,RGB,Monitor,0.3742238242991472,-0.2216088306276456,0
0.4,0.54,0.5,20,11,67,14.59,7.45,38.34,28.51,9.94,47.82,1,1.0,Z4,Multispectral,Apply Pesticide,-0.230278022839615,-0.4235144640241769,1
0.58,0.35,0.3,24,34,92,10.33,6.97,26.68,55.77,9.35,27.62,0,0.0,Z2,RGB,Apply Pesticide,0.4074910053695866,-0.3476985237758324,1
0.32,0.53,0.5,56,6,68,29.44,5.07,36.53,76.74,4.5,26.72,1,1.0,Z9,Multispectral,Apply Pesticide,-0.4614596779453926,0.2634638906191326,1
0.58,0.35,0.33,71,11,42,11.46,6.28,21.49,72.11,3.62,84.65,1,0.0,Z9,RGB,Apply Fertilizer,-0.4056296299884226,0.223352825154763,0
0.59,0.24,0.5,35,14,61,31.28,5.6,23.65,82.6,1.39,76.38,1,0.0,Z4,Multispectral,Apply Fertilizer,-0.2754122149762845,-0.1667495063407026,0
0.79,0.32,0.5,41,13,24,35.82,5.27,41.66,46.66,3.91,90.6,1,1.0,Z7,Multispectral,Monitor,-0.4367392958185075,0.0066465554257899,0
0.34,0.2,0.5,69,43,80,9.96,6.01,25.05,48.38,3.14,94.22,0,0.0,Z5,Multispectral,Irrigate,0.4730515212467933,0.3401649338033207,0
0.58,0.35,0.65,63,8,29,31.72,7.23,29.26,78.65,7.03,53.25,1,0.0,Z4,RGB,Monitor,-0.5044389110161175,0.2445889357016292,0
0.58,0.35,0.34,68,28,68,35.4,6.16,22.54,58.76,2.47,65.55,0,0.0,Z8,RGB,Apply Pesticide,0.019455604561394,0.4664054747539738,0
0.58,0.35,0.72,48,23,91,34.96,7.05,34.18,27.54,1.88,17.38,1,1.0,Z7,RGB,Irrigate,0.0280187255425418,0.2966077138604231,1
0.58,0.35,0.49,35,21,84,26.41,5.29,31.74,89.85,9.66,67.68,1,0.0,Z1,RGB,Apply Fertilizer,-0.0156034074823221,-0.1622369782439146,0
0.44,0.31,0.5,18,16,70,29.65,7.59,34.21,88.83,8.13,58.75,1,1.0,Z4,Multispectral,Apply Fertilizer,-0.0919451857166974,-0.4401912506144856,1
0.67,0.34,0.5,30,43,40,28.51,6.93,21.65,78.27,1.07,74.06,0,0.0,Z10,Multispectral,Apply Pesticide,0.4284786311143779,-0.2339060949703432,0
0.54,0.39,0.5,24,16,49,15.87,7.6,34.49,29.49,4.5,87.11,1,1.0,Z2,Multispectral,Apply Pesticide,-0.1785660374210962,-0.4019889374745369,0
0.6,0.51,0.5,62,26,39,35.84,7.59,20.42,57.95,7.63,67.29,0,1.0,Z9,Multispectral,Apply Fertilizer,-0.0717351285238981,0.2794190851370506,0
0.75,0.52,0.5,31,28,92,26.72,5.46,32.84,66.23,8.11,58.83,0,0.0,Z4,Multispectral,Apply Fertilizer,0.1759974464851547,-0.1454138248441532,0
0.58,0.35,0.41,65,14,80,20.74,7.56,19.88,31.36,9.99,29.84,1,0.0,Z3,RGB,Apply Fertilizer,-0.2348297629566403,0.3146360968272781,1
0.39,0.33,0.5,72,16,55,25.04,6.89,30.18,38.52,1.11,94.06,1,0.0,Z9,Multispectral,Apply Fertilizer,-0.2837357867232282,0.4304346871095158,0
0.58,0.35,0.22,56,44,84,32.92,5.37,18.79,56.94,6.31,27.8,0,0.0,Z4,RGB,Apply Pesticide,0.4660875582984595,0.3434563580415094,1
0.58,0.35,0.07,34,15,66,23.18,6.65,33.42,76.42,6.14,67.83,1,1.0,Z3,RGB,Apply Fertilizer,-0.1752809214185334,-0.2079830965411728,1
0.58,0.35,0.1,36,22,67,35.18,6.35,32.63,78.56,8.94,34.81,1,0.0,Z2,RGB,Apply Pesticide,-0.033711861411438,-0.0464288443078417,1
0.28,0.34,0.5,66,35,27,28.87,7.58,27.37,67.08,3.24,25.17,0,0.0,Z5,Multispectral,Apply Pesticide,0.1686474850927568,0.399722926342119,1
0.35,0.25,0.5,65,12,52,22.01,7.52,32.23,71.8,8.89,35.73,1,0.0,Z3,Multispectral,Apply Pesticide,-0.3085364933838542,0.2785803091565073,1
0.58,0.35,0.65,68,10,23,35.72,7.56,37.54,44.0,1.62,16.8,1,0.0,Z10,RGB,Apply Fertilizer,-0.4801385404581044,0.5025978782967275,1
0.28,0.57,0.5,42,26,72,13.47,5.91,32.37,68.19,2.11,41.2,0,0.0,Z6,Multispectral,Irrigate,0.1145277836815802,-0.0419520940367403,1
0.34,0.21,0.5,64,36,69,29.45,6.91,38.89,30.75,5.74,40.82,0,1.0,Z8,Multispectral,Monitor,0.2739313424882686,0.4896991810690927,1
0.58,0.35,0.34,59,30,85,29.13,7.9,25.4,80.23,10.0,68.05,0,0.0,Z10,RGB,Apply Pesticide,0.2091146662789134,0.2203663514522575,0
0.32,0.15,0.5,66,19,73,11.77,6.04,40.46,27.36,7.6,95.87,1,1.0,Z4,Multispectral,Monitor,-0.1333054813419785,0.3005303269291269,0
0.58,0.35,0.75,36,41,66,22.41,6.98,33.15,61.14,6.52,41.7,0,1.0,Z1,RGB,Monitor,0.4726949863556561,-0.0730070968233942,1
0.31,0.21,0.5,17,39,41,23.64,6.31,33.6,50.16,9.16,78.37,0,0.0,Z2,Multispectral,Irrigate,0.3401936320671447,-0.4400204883327437,0
0.58,0.35,0.68,55,43,78,13.38,5.42,39.95,54.82,8.1,69.13,0,1.0,Z8,RGB,Monitor,0.5049727776779572,0.199346031195746,0
0.58,0.35,0.4,15,20,39,10.23,7.76,27.38,55.41,2.71,81.39,1,1.0,Z1,RGB,Irrigate,-0.0604393475026829,-0.6344013291148375,0
0.74,0.43,0.5,27,42,35,30.75,7.98,22.17,72.7,9.8,82.41,0,0.0,Z5,Multispectral,Apply Fertilizer,0.4025344012142863,-0.3351198691403159,0
0.42,0.19,0.5,27,21,25,9.67,5.29,38.18,56.72,4.91,63.15,1,1.0,Z9,Multispectral,Apply Pesticide,-0.1300442262171243,-0.3729502090482484,0
0.58,0.35,0.34,62,11,71,11.75,7.74,24.7,82.76,3.11,80.39,1,0.0,Z9,RGB,Monitor,-0.2580304678689202,0.1009422222022927,0
0.62,0.34,0.5,23,35,78,36.1,7.35,40.02,53.72,2.59,96.4,0,1.0,Z2,Multispectral,Monitor,0.3391798293975615,-0.2101001199371903,0
0.47,0.32,0.5,37,5,25,37.79,5.99,36.37,72.24,8.13,34.05,1,1.0,Z10,Multispectral,Irrigate,-0.5832144978921051,-0.070897344221038,1
0.43,0.12,0.5,24,14,86,9.67,5.02,27.17,79.42,1.31,24.79,1,0.0,Z9,Multispectral,Apply Fertilizer,-0.1233943843042473,-0.3684151875478938,1
0.54,0.49,0.5,68,25,83,22.26,6.33,26.05,92.93,2.99,67.47,0,0.0,Z1,Multispectral,Apply Fertilizer,0.0635024893786635,0.3443729881548339,0
0.48,0.33,0.5,36,22,66,21.48,6.22,21.43,36.51,1.79,17.69,1,1.0,Z2,Multispectral,Apply Pesticide,-0.0461649623007043,-0.0699129825416767,1
0.29,0.5,0.5,43,20,50,19.31,7.55,35.3,64.78,4.55,27.31,1,1.0,Z10,Multispectral,Apply Fertilizer,-0.0647565922891669,-0.0234573175317254,1
0.58,0.35,0.18,74,38,94,31.16,6.1,30.44,93.54,7.91,97.59,0,0.0,Z1,RGB,Apply Pesticide,0.3670877059604682,0.5020932102952607,0
0.58,0.35,0.31,52,7,82,13.97,6.14,28.2,87.54,7.51,38.39,1,0.0,Z8,RGB,Apply Pesticide,-0.3362343917705916,0.0200991988960546,1
0.58,0.35,0.35,28,14,74,8.16,6.15,23.58,72.76,1.23,16.42,1,0.0,Z5,RGB,Apply Fertilizer,-0.1383471717741117,-0.3353864926459572,1
0.58,0.35,0.87,70,7,61,31.94,7.82,28.63,89.76,2.77,19.16,1,0.0,Z2,RGB,Apply Pesticide,-0.4140861757589298,0.4345956546691378,1
0.54,0.55,0.5,54,16,38,8.96,6.78,32.18,50.73,2.11,41.55,1,0.0,Z4,Multispectral,Irrigate,-0.2264866245055387,0.0683262330943088,1
0.58,0.35,0.68,51,13,85,31.36,5.51,29.94,75.68,9.73,31.12,1,0.0,Z1,RGB,Apply Pesticide,-0.2470806111075049,0.1688871404174475,1
0.85,0.19,0.5,23,41,66,9.45,7.82,37.88,82.37,5.72,66.43,0,0.0,Z9,Multispectral,Apply Fertilizer,0.5682272894501644,-0.4208294581602232,0
0.89,0.42,0.5,39,15,26,23.03,7.52,21.14,85.22,2.83,34.77,1,0.0,Z5,Multispectral,Apply Pesticide,-0.2690696282598058,-0.1857525012431317,1
0.44,0.27,0.5,17,42,56,37.52,5.36,28.0,62.62,8.36,50.74,0,0.0,Z5,Multispectral,Apply Fertilizer,0.4036751108060128,-0.3050116180282903,0
0.58,0.35,0.54,40,27,33,31.6,7.57,28.4,61.16,4.4,46.26,0,0.0,Z6,RGB,Apply Pesticide,0.0100927223234981,-0.0366770427134961,1
0.63,0.13,0.5,46,29,80,25.92,7.72,27.24,53.07,9.76,53.5,0,0.0,Z7,Multispectral,Irrigate,0.1803155614877544,0.0469343517382286,1
0.61,0.3,0.5,24,13,48,34.55,6.9,20.8,28.89,3.13,73.05,1,1.0,Z10,Multispectral,Irrigate,-0.3453849270801748,-0.2987385125726513,1
0.58,0.35,0.92,39,20,46,8.96,6.54,36.89,59.88,6.99,51.32,1,0.0,Z6,RGB,Apply Pesticide,-0.0776368709050711,-0.1860974808042468,1
0.79,0.31,0.5,15,34,77,28.24,7.44,36.81,89.82,6.87,22.41,0,0.0,Z1,Multispectral,Apply Fertilizer,0.39618267858926,-0.3803847546998016,1
0.58,0.35,0.43,48,39,25,25.67,6.73,23.48,54.7,6.45,42.15,0,0.0,Z7,RGB,Irrigate,0.2515539466142626,0.0677661146848143,1
0.54,0.43,0.5,36,20,34,15.63,5.31,32.75,45.63,8.1,61.04,1,1.0,Z8,Multispectral,Apply Fertilizer,-0.180885138865648,-0.1996507942297366,1
0.58,0.35,0.8,55,41,75,30.98,6.19,19.26,77.4,6.76,74.65,0,0.0,Z4,RGB,Irrigate,0.3996716081788291,0.1905961638546059,0
0.41,0.39,0.5,24,38,63,18.06,5.15,23.03,88.4,4.82,97.56,0,0.0,Z5,Multispectral,Irrigate,0.3614146215410975,-0.4253432410792001,0
0.6,0.43,0.5,39,40,25,12.38,6.95,23.26,38.97,7.7,48.22,0,0.0,Z8,Multispectral,Monitor,0.3167634754116361,-0.1644377690214908,1
0.58,0.35,0.25,37,44,81,32.49,5.01,25.49,70.96,7.35,86.93,0,0.0,Z3,RGB,Apply Fertilizer,0.484104849004309,-0.0434335893208706,0
0.58,0.35,0.76,28,25,80,22.02,5.58,23.37,27.33,4.7,43.12,0,1.0,Z10,RGB,Monitor,0.0468908086462966,-0.1953062417933742,1
0.58,0.35,0.34,57,43,27,36.55,6.2,39.13,74.47,5.53,73.69,0,0.0,Z2,RGB,Apply Pesticide,0.3331997702778414,0.3032746076606526,0
0.58,0.35,0.87,24,23,53,29.05,5.61,39.0,27.18,9.19,57.97,1,1.0,Z9,RGB,Apply Pesticide,-0.0680527753472697,-0.2301139480220848,1
0.58,0.35,0.84,31,21,25,30.11,7.16,19.54,30.38,1.91,88.39,1,1.0,Z7,RGB,Irrigate,-0.2065427365332059,-0.2500867744687152,0
0.58,0.35,0.86,57,24,52,11.88,7.45,41.29,27.83,1.65,81.18,1,1.0,Z9,RGB,Monitor,-0.0024960403469147,0.1764141638523695,0
